case;event;time
12;8;18.12.2018 11:07:44
12;8;18.12.2018 11:07:44
12;7;18.12.2018 11:07:44
13;0;10.12.2018 08:08:53
13;2;10.12.2018 08:08:55
13;3;10.12.2018 08:09:02
13;20;10.12.2018 08:09:02
13;14;10.12.2018 08:11:20
13;11;10.12.2018 08:11:24
13;12;10.12.2018 08:11:35
13;13;10.12.2018 08:13:04
13;21;10.12.2018 08:13:08
13;5;10.12.2018 08:13:15
13;13;10.12.2018 08:14:31
13;13;10.12.2018 08:14:49
13;13;10.12.2018 08:14:53
13;13;10.12.2018 08:15:08
13;13;10.12.2018 08:16:21
13;13;10.12.2018 08:16:23
13;22;10.12.2018 08:16:38
13;13;10.12.2018 08:17:21
13;5;10.12.2018 08:17:54
13;11;10.12.2018 08:18:01
13;11;10.12.2018 08:18:48
13;11;10.12.2018 08:18:49
13;13;10.12.2018 08:19:32
13;13;10.12.2018 08:19:47
13;11;10.12.2018 08:19:56
13;11;10.12.2018 08:20:05
13;11;10.12.2018 08:20:49
13;13;10.12.2018 08:21:02
13;13;10.12.2018 08:21:23
13;22;10.12.2018 08:21:32
13;13;10.12.2018 08:22:06
13;13;10.12.2018 08:23:16
13;5;10.12.2018 08:24:13
13;13;10.12.2018 08:24:31
13;13;10.12.2018 08:24:34
13;11;10.12.2018 08:24:58
13;13;10.12.2018 08:25:04
13;11;10.12.2018 08:25:39
13;11;10.12.2018 08:25:40
13;11;10.12.2018 08:25:56
13;11;10.12.2018 08:25:57
13;11;10.12.2018 08:25:58
13;13;10.12.2018 08:26:06
13;11;10.12.2018 08:26:43
13;11;10.12.2018 08:27:10
13;11;10.12.2018 08:27:11
13;13;10.12.2018 08:27:20
13;13;10.12.2018 08:27:26
13;11;10.12.2018 08:27:26
13;11;10.12.2018 08:27:46
13;11;10.12.2018 08:27:47
13;23;10.12.2018 08:28:19
13;23;10.12.2018 08:28:20
13;13;10.12.2018 08:28:40
13;11;10.12.2018 08:28:40
13;21;10.12.2018 08:28:43
13;13;10.12.2018 08:28:51
13;11;10.12.2018 08:29:30
13;13;10.12.2018 08:29:42
13;11;10.12.2018 08:30:02
13;21;10.12.2018 08:30:05
13;11;10.12.2018 08:30:22
13;13;10.12.2018 08:30:25
13;11;10.12.2018 08:30:54
13;20;10.12.2018 08:31:06
13;11;10.12.2018 08:31:15
13;11;10.12.2018 08:31:20
13;13;10.12.2018 08:31:30
13;11;10.12.2018 08:31:40
13;11;10.12.2018 08:31:42
13;11;10.12.2018 08:32:35
13;24;10.12.2018 08:32:47
13;25;10.12.2018 08:32:47
13;21;10.12.2018 08:32:51
13;11;10.12.2018 08:33:04
13;23;10.12.2018 08:41:33
13;23;10.12.2018 08:41:50
13;23;10.12.2018 08:42:11
13;23;10.12.2018 08:42:16
13;23;10.12.2018 08:42:35
13;23;10.12.2018 08:42:40
13;23;10.12.2018 08:42:55
13;23;10.12.2018 08:43:00
13;23;10.12.2018 08:43:18
13;23;10.12.2018 08:43:22
13;5;10.12.2018 08:43:24
13;21;10.12.2018 08:43:31
13;11;10.12.2018 08:43:32
13;11;10.12.2018 08:43:38
13;11;10.12.2018 08:43:45
13;11;10.12.2018 08:43:51
13;11;10.12.2018 08:43:57
13;11;10.12.2018 08:44:06
13;11;10.12.2018 08:44:12
13;11;10.12.2018 08:44:21
13;11;10.12.2018 08:44:27
13;11;10.12.2018 08:44:36
13;11;10.12.2018 08:44:43
13;11;10.12.2018 08:44:48
13;11;10.12.2018 08:44:57
13;11;10.12.2018 08:45:02
13;11;10.12.2018 08:45:08
13;11;10.12.2018 08:45:15
13;11;10.12.2018 08:45:47
13;11;10.12.2018 08:45:52
13;11;10.12.2018 08:45:57
13;11;10.12.2018 08:46:01
13;11;10.12.2018 08:46:12
13;11;10.12.2018 08:46:17
13;11;10.12.2018 08:46:23
13;11;10.12.2018 08:46:32
13;11;10.12.2018 08:46:37
13;11;10.12.2018 08:46:46
13;11;10.12.2018 08:48:41
13;11;10.12.2018 08:48:56
13;11;10.12.2018 08:49:00
13;11;10.12.2018 08:49:16
13;11;10.12.2018 08:49:28
13;11;10.12.2018 08:49:31
13;11;10.12.2018 08:49:55
13;21;10.12.2018 08:50:24
13;20;10.12.2018 08:50:41
13;11;10.12.2018 08:50:48
13;21;10.12.2018 08:50:55
13;5;10.12.2018 08:50:57
13;5;10.12.2018 08:51:00
13;5;10.12.2018 08:51:01
13;5;10.12.2018 08:51:02
13;5;10.12.2018 08:51:03
13;5;10.12.2018 08:51:04
13;5;10.12.2018 08:51:05
13;5;10.12.2018 08:51:06
13;5;10.12.2018 08:51:07
13;5;10.12.2018 08:51:09
13;5;10.12.2018 08:51:10
13;23;10.12.2018 08:51:28
13;11;10.12.2018 08:52:44
13;20;10.12.2018 08:52:54
13;11;10.12.2018 08:53:22
13;23;10.12.2018 08:53:29
13;23;10.12.2018 08:53:41
13;5;10.12.2018 08:53:46
13;11;10.12.2018 08:54:04
13;11;10.12.2018 08:54:29
13;11;10.12.2018 08:55:13
13;11;10.12.2018 08:55:35
13;11;10.12.2018 08:56:13
13;11;10.12.2018 08:56:25
13;20;10.12.2018 08:56:48
13;16;10.12.2018 08:57:10
13;23;10.12.2018 08:57:10
13;11;10.12.2018 08:57:17
14;0;17.12.2018 13:01:04
14;2;17.12.2018 13:01:06
14;3;17.12.2018 13:01:13
14;26;17.12.2018 13:07:36
14;26;17.12.2018 13:11:05
14;27;17.12.2018 13:11:15
14;27;17.12.2018 13:11:16
14;28;17.12.2018 13:11:42
14;27;17.12.2018 13:11:44
14;26;17.12.2018 13:13:44
14;29;17.12.2018 13:19:56
14;30;17.12.2018 13:20:33
14;16;17.12.2018 13:20:33
14;31;17.12.2018 13:20:47
14;6;17.12.2018 13:21:32
14;17;17.12.2018 13:21:42
14;8;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;7;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;8;17.12.2018 13:21:51
14;6;17.12.2018 13:21:57
14;8;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;7;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;8;17.12.2018 13:22:06
14;7;17.12.2018 13:22:11
14;32;17.12.2018 13:22:55
14;32;17.12.2018 13:23:14
14;33;17.12.2018 13:23:19
14;33;17.12.2018 13:23:23
14;7;17.12.2018 13:23:25
14;7;17.12.2018 13:23:48
14;4;17.12.2018 13:23:48
14;7;17.12.2018 13:23:49
14;4;17.12.2018 13:23:49
14;4;17.12.2018 13:23:50
14;7;17.12.2018 13:23:50
14;4;17.12.2018 13:23:51
14;7;17.12.2018 13:23:51
14;7;17.12.2018 13:23:52
14;32;17.12.2018 13:24:12
14;31;17.12.2018 14:04:52
14;10;17.12.2018 14:05:47
14;34;17.12.2018 14:06:13
14;32;17.12.2018 14:12:14
14;33;17.12.2018 14:12:19
14;33;17.12.2018 14:12:22
14;33;17.12.2018 14:12:22
14;7;17.12.2018 14:12:25
14;7;17.12.2018 14:13:23
14;4;17.12.2018 14:13:23
14;4;17.12.2018 14:13:24
14;7;17.12.2018 14:13:24
14;4;17.12.2018 14:13:25
14;7;17.12.2018 14:13:25
14;7;17.12.2018 14:13:26
14;4;17.12.2018 14:13:26
14;7;17.12.2018 14:13:27
14;7;17.12.2018 14:13:41
14;32;17.12.2018 14:14:09
14;7;17.12.2018 14:14:10
14;4;17.12.2018 14:14:10
14;4;17.12.2018 14:14:16
14;7;17.12.2018 14:14:16
14;7;17.12.2018 14:14:17
14;4;17.12.2018 14:14:17
14;4;17.12.2018 14:14:17
14;33;17.12.2018 14:14:18
14;7;17.12.2018 14:14:20
14;33;17.12.2018 14:14:20
14;4;17.12.2018 14:14:27
14;7;17.12.2018 14:14:27
15;0;10.12.2018 07:16:43
15;2;10.12.2018 07:16:44
15;3;10.12.2018 07:16:54
15;14;10.12.2018 07:18:20
15;11;10.12.2018 07:43:26
15;21;10.12.2018 07:43:47
15;17;10.12.2018 07:43:48
15;11;10.12.2018 07:43:53
15;11;10.12.2018 07:43:56
15;11;10.12.2018 07:44:39
15;11;10.12.2018 07:44:58
15;35;10.12.2018 07:45:04
15;11;10.12.2018 07:45:17
15;21;10.12.2018 07:45:18
15;21;10.12.2018 07:45:26
15;11;10.12.2018 07:45:33
15;11;10.12.2018 07:45:38
15;11;10.12.2018 07:45:39
15;11;10.12.2018 07:45:45
15;11;10.12.2018 07:45:58
15;23;10.12.2018 07:46:04
15;11;10.12.2018 07:46:31
15;11;10.12.2018 07:46:47
15;11;10.12.2018 07:46:54
15;11;10.12.2018 07:47:24
15;35;10.12.2018 07:48:20
15;11;10.12.2018 07:49:45
15;11;10.12.2018 07:49:57
15;11;10.12.2018 07:50:10
15;21;10.12.2018 07:50:19
15;11;10.12.2018 07:54:35
15;35;10.12.2018 08:07:51
15;21;10.12.2018 08:08:18
15;11;10.12.2018 08:08:46
15;11;10.12.2018 08:08:47
15;11;10.12.2018 08:08:53
15;11;10.12.2018 08:08:58
15;11;10.12.2018 08:09:04
15;11;10.12.2018 08:09:09
15;22;10.12.2018 08:09:32
15;23;10.12.2018 08:09:44
15;21;10.12.2018 08:09:56
15;11;10.12.2018 08:10:28
15;5;10.12.2018 08:12:55
15;26;10.12.2018 08:14:36
15;5;10.12.2018 08:17:59
15;5;10.12.2018 08:18:00
15;5;10.12.2018 08:18:01
15;5;10.12.2018 08:18:09
15;5;10.12.2018 08:20:06
15;5;10.12.2018 08:20:15
15;5;10.12.2018 08:20:21
15;21;10.12.2018 08:26:53
15;11;10.12.2018 08:26:58
15;11;10.12.2018 08:27:04
15;11;10.12.2018 08:27:12
15;11;10.12.2018 08:27:17
15;11;10.12.2018 08:27:24
15;11;10.12.2018 08:27:46
15;11;10.12.2018 08:28:03
15;11;10.12.2018 08:28:09
15;11;10.12.2018 08:28:14
15;22;10.12.2018 08:28:21
15;11;10.12.2018 08:28:40
15;23;10.12.2018 08:28:49
15;21;10.12.2018 08:28:54
15;21;10.12.2018 08:29:11
15;11;10.12.2018 08:29:14
15;21;10.12.2018 08:29:15
15;21;10.12.2018 08:29:38
15;23;10.12.2018 08:30:01
15;11;10.12.2018 08:30:04
15;11;10.12.2018 08:30:21
15;11;10.12.2018 08:30:26
15;11;10.12.2018 08:30:30
15;11;10.12.2018 08:30:48
15;36;10.12.2018 08:31:12
15;11;10.12.2018 08:31:23
15;11;10.12.2018 08:31:28
15;11;10.12.2018 08:31:35
15;11;10.12.2018 08:31:55
15;11;10.12.2018 08:31:59
15;11;10.12.2018 08:32:04
15;11;10.12.2018 08:33:02
15;11;10.12.2018 08:33:04
15;11;10.12.2018 08:33:13
15;11;10.12.2018 08:33:24
15;11;10.12.2018 08:33:54
15;11;10.12.2018 08:33:59
15;11;10.12.2018 08:34:08
15;21;10.12.2018 08:34:15
15;11;10.12.2018 08:35:28
15;20;10.12.2018 08:35:34
15;34;10.12.2018 08:35:37
15;5;10.12.2018 09:22:14
15;5;10.12.2018 09:22:22
15;5;10.12.2018 09:22:23
15;5;10.12.2018 09:22:26
15;5;10.12.2018 09:22:27
15;5;10.12.2018 09:22:28
15;5;10.12.2018 09:22:29
15;5;10.12.2018 09:22:32
15;18;10.12.2018 09:22:37
15;27;10.12.2018 09:22:45
15;5;10.12.2018 09:22:52
15;5;10.12.2018 09:22:54
15;5;10.12.2018 09:22:55
15;5;10.12.2018 09:22:58
15;5;10.12.2018 09:24:37
15;5;10.12.2018 09:24:41
15;5;10.12.2018 09:24:44
15;5;10.12.2018 09:24:46
15;23;10.12.2018 09:24:53
15;23;10.12.2018 09:25:01
15;5;10.12.2018 09:25:14
15;5;10.12.2018 09:25:16
15;5;10.12.2018 09:25:17
15;5;10.12.2018 09:25:18
15;5;10.12.2018 09:25:21
15;5;10.12.2018 09:25:23
15;5;10.12.2018 09:25:26
15;5;10.12.2018 09:25:27
15;5;10.12.2018 09:25:29
15;5;10.12.2018 09:25:30
15;5;10.12.2018 09:25:32
15;5;10.12.2018 09:25:33
15;5;10.12.2018 09:25:34
15;5;10.12.2018 09:25:37
15;5;10.12.2018 09:25:39
15;5;10.12.2018 09:25:40
15;5;10.12.2018 09:25:41
15;5;10.12.2018 09:25:42
15;5;10.12.2018 09:25:44
15;5;10.12.2018 09:25:45
15;5;10.12.2018 09:25:46
15;5;10.12.2018 09:25:48
15;5;10.12.2018 09:25:49
15;5;10.12.2018 09:25:54
15;5;10.12.2018 09:25:55
15;5;10.12.2018 09:25:58
15;5;10.12.2018 09:26:01
15;5;10.12.2018 09:26:03
15;5;10.12.2018 09:26:04
15;5;10.12.2018 09:26:05
15;14;10.12.2018 09:26:11
15;16;10.12.2018 09:29:25
15;7;10.12.2018 09:29:26
15;16;10.12.2018 09:29:56
15;32;10.12.2018 09:30:04
15;14;10.12.2018 09:58:20
15;32;10.12.2018 09:58:20
15;14;10.12.2018 09:58:21
15;7;10.12.2018 09:58:23
15;7;10.12.2018 09:58:49
15;7;10.12.2018 09:59:01
15;7;10.12.2018 09:59:08
15;7;10.12.2018 09:59:21
15;14;10.12.2018 10:03:25
15;37;10.12.2018 10:03:42
15;10;10.12.2018 10:03:42
15;18;10.12.2018 10:03:45
15;34;10.12.2018 10:03:52
15;34;10.12.2018 10:03:57
15;14;10.12.2018 11:00:45
15;38;10.12.2018 11:00:54
16;0;18.12.2018 14:19:29
16;2;18.12.2018 14:19:31
16;3;18.12.2018 14:19:35
16;11;18.12.2018 14:19:41
16;11;18.12.2018 14:19:52
16;11;18.12.2018 14:19:54
16;12;18.12.2018 14:19:57
16;17;18.12.2018 14:20:00
16;17;18.12.2018 14:20:07
17;0;12.12.2018 08:29:29
17;2;12.12.2018 08:29:32
17;3;12.12.2018 08:29:39
17;14;12.12.2018 08:29:48
17;14;12.12.2018 08:29:52
17;14;12.12.2018 08:29:53
17;14;12.12.2018 08:29:59
17;16;12.12.2018 08:30:36
17;32;12.12.2018 08:30:41
17;7;12.12.2018 08:30:49
17;14;12.12.2018 08:32:08
17;16;12.12.2018 08:32:32
17;32;12.12.2018 08:32:34
18;0;19.12.2018 08:29:30
18;2;19.12.2018 08:29:32
18;3;19.12.2018 08:29:37
18;18;19.12.2018 08:32:33
18;39;19.12.2018 08:33:06
18;27;19.12.2018 08:33:44
18;27;19.12.2018 08:33:47
18;11;19.12.2018 08:33:53
18;12;19.12.2018 08:34:43
18;12;19.12.2018 08:35:07
18;13;19.12.2018 08:35:52
18;12;19.12.2018 09:00:56
18;12;19.12.2018 09:01:07
18;40;19.12.2018 09:01:36
18;40;19.12.2018 09:01:45
18;20;19.12.2018 09:20:06
18;13;19.12.2018 09:21:34
18;14;19.12.2018 09:23:33
18;13;19.12.2018 09:26:37
18;41;19.12.2018 09:27:11
18;22;19.12.2018 09:37:20
18;16;19.12.2018 09:37:41
18;13;19.12.2018 09:37:49
18;20;19.12.2018 09:44:38
18;20;19.12.2018 09:44:41
18;20;19.12.2018 09:44:43
18;11;19.12.2018 09:47:26
18;12;19.12.2018 09:47:37
18;11;19.12.2018 09:48:08
18;11;19.12.2018 09:48:10
18;20;19.12.2018 09:54:41
18;20;19.12.2018 10:00:43
18;11;19.12.2018 10:01:10
18;20;19.12.2018 10:13:48
18;34;19.12.2018 10:13:53
18;11;19.12.2018 10:14:47
18;11;19.12.2018 10:15:52
18;11;19.12.2018 10:22:56
18;11;19.12.2018 10:23:03
18;24;19.12.2018 10:23:08
18;25;19.12.2018 10:23:08
18;21;19.12.2018 10:23:32
18;21;19.12.2018 10:24:17
18;14;19.12.2018 10:24:53
18;13;19.12.2018 10:28:25
18;13;19.12.2018 10:30:50
18;40;19.12.2018 12:27:48
18;5;19.12.2018 12:28:58
18;5;19.12.2018 12:28:59
18;5;19.12.2018 12:29:01
18;5;19.12.2018 12:29:02
18;5;19.12.2018 12:29:03
18;13;19.12.2018 12:37:24
18;11;19.12.2018 12:44:11
18;14;19.12.2018 12:44:24
18;14;19.12.2018 12:45:15
18;23;19.12.2018 12:45:15
18;23;19.12.2018 12:45:19
18;23;19.12.2018 12:45:31
18;23;19.12.2018 12:46:07
18;14;19.12.2018 12:46:57
18;23;19.12.2018 12:47:20
18;11;19.12.2018 12:47:36
18;11;19.12.2018 12:47:44
18;11;19.12.2018 12:48:05
18;11;19.12.2018 12:48:09
18;20;19.12.2018 12:49:04
18;20;19.12.2018 12:51:04
18;20;19.12.2018 12:55:49
18;20;19.12.2018 12:55:55
18;13;19.12.2018 12:56:18
18;23;19.12.2018 12:56:56
18;14;19.12.2018 12:56:56
18;23;19.12.2018 12:57:02
18;42;19.12.2018 12:57:11
18;42;19.12.2018 12:57:20
18;42;19.12.2018 12:57:21
18;27;19.12.2018 12:57:21
18;23;19.12.2018 12:57:23
18;20;19.12.2018 12:58:12
18;5;19.12.2018 12:58:42
18;5;19.12.2018 12:58:44
18;5;19.12.2018 12:58:46
18;23;19.12.2018 12:58:51
18;43;19.12.2018 13:02:41
18;43;19.12.2018 13:02:43
18;43;19.12.2018 13:02:44
18;43;19.12.2018 13:02:46
18;43;19.12.2018 13:02:50
18;43;19.12.2018 13:02:55
18;43;19.12.2018 13:02:56
18;43;19.12.2018 13:02:58
18;43;19.12.2018 13:03:01
18;43;19.12.2018 13:03:03
18;43;19.12.2018 13:03:05
18;43;19.12.2018 13:03:06
18;43;19.12.2018 13:03:09
18;43;19.12.2018 13:03:10
18;43;19.12.2018 13:03:11
18;43;19.12.2018 13:03:15
18;43;19.12.2018 13:03:17
18;43;19.12.2018 13:03:18
18;43;19.12.2018 13:03:34
18;43;19.12.2018 13:03:39
18;43;19.12.2018 13:03:41
18;43;19.12.2018 13:03:45
18;43;19.12.2018 13:03:49
18;43;19.12.2018 13:03:52
18;43;19.12.2018 13:03:55
18;43;19.12.2018 13:03:57
18;43;19.12.2018 13:03:59
18;23;19.12.2018 13:04:13
18;5;19.12.2018 13:08:09
18;5;19.12.2018 13:08:10
18;5;19.12.2018 13:08:12
18;5;19.12.2018 13:08:13
18;5;19.12.2018 13:08:14
18;5;19.12.2018 13:08:16
18;5;19.12.2018 13:09:11
18;21;19.12.2018 13:11:04
18;11;19.12.2018 13:12:32
18;23;19.12.2018 13:13:43
18;23;19.12.2018 13:14:10
18;23;19.12.2018 13:14:36
18;23;19.12.2018 13:15:21
18;23;19.12.2018 13:15:49
18;14;19.12.2018 13:18:32
18;23;19.12.2018 13:27:05
18;12;19.12.2018 13:27:09
18;23;19.12.2018 13:27:16
18;11;19.12.2018 13:28:11
18;32;19.12.2018 13:28:37
18;14;19.12.2018 13:28:43
18;7;19.12.2018 13:28:47
18;32;19.12.2018 13:28:57
18;32;19.12.2018 13:29:50
18;14;19.12.2018 13:29:52
18;14;19.12.2018 13:29:53
18;14;19.12.2018 13:29:54
18;14;19.12.2018 13:29:56
18;7;19.12.2018 13:29:59
18;7;19.12.2018 13:30:03
18;7;19.12.2018 13:30:06
18;7;19.12.2018 13:30:10
18;7;19.12.2018 13:30:15
18;7;19.12.2018 13:30:22
18;7;19.12.2018 13:30:25
18;7;19.12.2018 13:30:31
18;38;19.12.2018 13:32:28
18;14;19.12.2018 14:20:22
18;10;19.12.2018 14:20:36
18;37;19.12.2018 14:20:37
18;10;19.12.2018 14:20:37
18;18;19.12.2018 14:20:47
18;34;19.12.2018 14:21:09
18;34;19.12.2018 14:21:11
18;20;19.12.2018 14:21:14
18;44;19.12.2018 14:22:46
18;44;19.12.2018 14:22:57
19;0;19.12.2018 08:53:11
19;2;19.12.2018 08:53:13
19;3;19.12.2018 08:53:20
19;14;19.12.2018 08:53:26
19;16;19.12.2018 08:53:36
19;14;19.12.2018 08:53:37
19;7;19.12.2018 08:53:39
19;16;19.12.2018 08:53:57
19;14;19.12.2018 08:53:58
19;7;19.12.2018 08:53:58
19;16;19.12.2018 08:54:07
19;14;19.12.2018 08:54:07
19;7;19.12.2018 08:54:08
19;6;19.12.2018 09:28:06
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;8;19.12.2018 09:28:19
19;7;19.12.2018 09:28:19
19;32;19.12.2018 09:28:30
19;32;19.12.2018 09:28:38
19;4;19.12.2018 09:28:39
19;7;19.12.2018 09:28:39
19;4;19.12.2018 09:28:47
19;7;19.12.2018 09:28:47
19;7;19.12.2018 09:28:55
19;4;19.12.2018 09:28:55
19;7;19.12.2018 09:28:56
