CaseID;ActivityID;Timestamp;Resource;Resource2
11;2;0.00043204228931584835;4;4
11;2;7.624275693809088e-06;21;21
12;3;0.0;23;23
13;0;0.0;14;14
13;0;0.9661882433668801;9;9
13;0;0.0;9;9
13;1;0.32889600487953646;13;13
13;1;0.6698053268272848;16;16
13;2;0.010559621835925587;17;17
13;4;3.557995323777575e-05;0;0
13;4;7.624275693809088e-06;0;0
13;4;5.972349293483786e-06;0;0
13;4;7.027040764460709e-05;27;27
13;4;0.00010165700925078785;0;0
13;4;0.01815594185219071;0;0
13;2;0.0002566839483582393;4;4
14;0;0.0;25;25
14;0;0.9661863796550438;0;0
14;0;3.7358950899664535e-05;25;25
14;1;0.0;25;25
14;1;0.7757751346955373;25;25
14;1;0.22610357154959168;0;0
14;2;0.0077583782318457525;12;12
14;2;0.000284639625902206;3;3
14;4;0.0007548032936870998;23;23
14;4;0.0021475043204228932;14;14
14;4;0.0004904950696350514;0;0
14;4;4.574565416285453e-05;0;0
14;4;7.11599064755515e-05;25;25
14;4;0.0002643082240520484;0;0
14;2;8.386703263189996e-05;3;3
15;3;0.0;23;23
15;0;0.9662854952390634;0;0
15;0;0.0;15;15
15;0;0.00045491511639727557;6;6
15;0;0.11278845176374912;27;27
15;0;0.00028209820067093624;28;28
15;0;0.0006124834807359967;19;19
15;0;0.10858239300599776;15;15
15;0;0.0005997763545796483;0;0
15;0;0.000726847616143133;0;0
15;0;9.911558401951815e-05;0;0
15;0;0.11209464267561248;6;6
15;0;0.0016620921012503811;15;15
15;0;0.1094337704584731;10;10
15;0;0.11227254244180136;1;1
15;0;0.21601953508861102;10;10
15;0;0.0226228355528447;0;0
16;3;0.0;23;23
16;0;0.9662442394361425;0;0
16;1;0.0;25;25
